1,-3,1
1,-4,1
1,-5,1
2,-4,1
1,-6,1
1,-3,1
1,-7,1
1,-8,1
5,-10,2
1,-9,1
3,-6,1
1,-10,1
3,-12,4
3,-5,1
1,-11,1
1,-12,1
7,-14,2
1,-13,1
5,-15,3
1,-4,1
4,-8,1
1,-14,1
11,-18,3
1,-15,1
7,-19,5
2,-6,1
1,-16,1
9,-18,2
1,-17,1
13,-21,3
1,-3,1
4,-6,1
5,-10,1
1,-18,1
5,-20,4
1,-19,1
7,-21,3
5,-8,1
1,-20,1
5,-24,9
11,-22,2
9,-24,5
1,-21,1
6,-12,1
3,-12,2
1,-22,1
19,-10,-5
8,-24,3
15,0,-8
1,-5,1
1,-23,1
17,-27,3
1,-24,1
13,-26,2
3,-9,1
1,-25,1
17,-3,-9
5,-29,11
7,-14,1
11,-16,2
1,-26,1
7,14,-17
19,-8,-8
11,-32,8
5,-7,1
1,-27,1
13,-33,7
1,-28,1
15,-30,2
10,-30,3
6,-30,5
7,-11,1
1,-29,1
19,-1,-11
7,-33,9
2,-8,1
8,-16,1
11,2,-5
1,-30,1
13,-34,5
25,-36,4
5,-34,13
1,-31,1
11,-33,3
1,-32,1
17,-34,2
23,-36,3
29,-40,5
1,-33,1
7,-35,5
2,-4,1
1,-6,1
7,-10,1
4,-12,1
9,-18,1
4,-20,7
1,-34,1
16,8,-17
4,-36,9
28,-12,-9
1,-35,1
15,-39,5
25,-11,-11
5,-39,15
1,-36,1
11,-40,7
19,0,-17
23,2,-14
1,-37,1
13,-39,3
33,-45,5
11,-43,11
6,-8,1
3,-8,2
9,-14,1
3,-14,3
10,-20,1
2,-20,5
1,-38,1
31,-18,-9
8,-48,27
8,24,-27
1,-39,1
17,-49,13
1,-40,1
5,-44,17
14,-42,3
17,-44,5
6,-42,7
34,-10,-11
21,0,-19
13,-46,10
1,-41,1
19,-47,7
29,-13,-13
7,-47,19
11,-22,1
17,-24,2
1,-42,1
11,22,-29
37,-24,-8
17,-48,8
5,-15,1
7,-17,3
1,-43,1
7,-47,13
9,27,-31
27,-3,-17
1,-44,1
23,-46,2
31,-48,3
41,-54,6
1,-45,1
19,-49,5
5,-49,19
4,-7,1
3,-12,1
12,-24,1
4,16,-17
1,-46,1
37,-22,-11
3,-48,16
31,2,-17
1,-3,1
1,-7,1
11,-17,1
1,-47,1
11,-51,9
41,-55,5
9,-51,11
2,-10,1
1,-48,1
7,-54,22
11,-54,14
25,-50,2
14,-54,11
22,-54,7
1,-49,1
17,-51,3
10,-14,1
5,-14,2
13,-26,1
5,-28,8
23,-16,-4
20,-8,-7
1,-50,1
15,-54,7
12,-60,23
7,-54,15
13,26,-35
21,-54,5
35,-16,-16
5,-54,21
7,-9,1
1,-51,1
17,-59,13
13,-59,17
1,-4,1
9,-12,1
6,-18,1
3,-18,2
1,-52,1
22,-62,13
9,-60,25
27,-54,2
25,-60,9
13,-62,22
1,-53,1
37,-57,3
11,-55,5
13,-59,13
14,-28,1
7,-28,2
1,-54,1
43,-26,-13
8,-64,37
8,-56,7
1,-55,1
23,-59,5
25,-61,7
19,19,-35
7,-61,25
5,-59,23
13,-20,1
17,-22,2
1,-56,1
18,-66,17
9,-60,13
29,-58,2
13,-60,9
17,-66,18
1,-57,1
7,-61,17
49,-33,-11
17,-61,7
15,-30,1
23,-32,2
5,-30,3
19,2,-11
1,-58,1
15,30,-41
23,18,-33
55,-70,7
20,20,-37
12,-60,5
11,-62,11
40,0,-21
1,-59,1
17,-65,11
41,-19,-19
11,-65,17
1,-60,1
19,-66,10
25,-64,5
31,-62,2
5,-64,25
50,-14,-17
7,-21,1
1,-61,1
9,51,-31
7,-63,9
29,11,-31
1,-8,1
5,-10,2
4,-16,1
3,-18,7
16,-32,1
28,-36,3
21,6,-11
12,12,-17
1,-62,1
44,-76,11
49,-30,-15
11,-76,44
43,-66,3
28,12,-33
53,-36,-12
28,-68,7
1,-63,1
31,-73,11
13,-65,5
43,3,-23
1,-64,1
21,-72,13
11,44,-49
13,-72,21
22,-66,3
39,-6,-26
33,0,-31
7,-68,19
15,-23,1
3,-23,5
5,-23,3
1,-65,1
27,-75,13
41,-11,-25
61,-77,7
5,-69,27
13,-75,27
2,-5,1
8,-10,1
13,-18,1
17,-34,1
13,10,-19
1,-66,1
53,-18,-19
17,-68,4
52,-20,-19
1,-67,1
23,-69,3
57,-75,5
15,-75,19
1,-68,1
35,-70,2
47,-72,3
61,-78,6
14,-70,5
10,-70,7
17,-76,17
21,-84,29
1,-69,1
31,-75,7
41,-1,-29
11,-73,13
31,13,-37
2,-12,1
5,-14,3
8,-24,1
3,-26,11
15,-28,4
11,-26,3
18,-36,1
11,-38,5
2,-36,9
5,-38,11
1,-70,1
5,-74,29
47,14,-25
44,-12,-27
55,-34,-17
11,-76,20
9,-72,8
20,-76,11
1,-71,1
21,-75,7
49,-23,-23
7,-75,21
1,-72,1
37,-74,2
61,-80,5
67,-84,7
3,-15,1
1,-73,1
53,-5,-25
51,-87,11
25,25,-47
11,-87,51
53,5,-25
11,-14,1
17,-26,1
19,0,-8
19,-38,1
26,4,-13
29,-40,2
26,-4,-13
1,-74,1
44,-4,-31
71,-88,8
44,4,-31
19,38,-53
11,62,-37
29,22,-43
11,-84,36
1,-75,1
31,-79,5
23,-89,25
11,55,-59
61,3,-23
5,-79,31
1,-76,1
7,-82,34
26,-78,3
34,-82,7
6,-78,13
29,28,-43
39,0,-37
14,-82,17
13,-17,1
1,-77,1
13,59,-47
31,-91,19
53,-25,-25
19,-91,31
25,35,-47
5,-20,1
13,-22,2
20,-40,1
8,-44,13
5,-40,4
13,-44,8
1,-78,1
13,-88,32
16,-96,49
32,-88,13
61,-38,-19
7,-82,23
16,48,-59
23,-82,7
1,-9,1
9,-27,1
19,3,-9
1,-79,1
19,-85,13
9,69,-41
73,-55,-11
9,-87,37
63,-21,-23
1,-80,1
33,-84,5
25,-86,10
41,-82,2
66,-18,-23
5,-84,33
55,-84,3
11,-84,15
53,-6,-30
71,-90,6
53,6,-30
15,-84,11
1,-81,1
11,-87,23
23,-87,11
4,-11,1
2,-11,2
16,-22,1
3,-24,13
21,-42,1
39,-30,-5
3,-42,7
28,0,-15
1,-82,1
21,42,-59
69,-48,-16
39,-96,16
28,-84,3
12,-84,7
23,48,-48
48,0,-35
9,-11,1
3,-11,3
19,-29,1
27,-3,-7
1,-83,1
37,-89,7
9,-87,19
17,51,-63
19,-87,9
7,-89,37
1,-84,1
58,-98,11
43,0,-41
11,-98,58
1,-85,1
21,51,-55
53,15,-33
41,13,-43
25,-89,7
29,-87,3
7,-89,25
41,-95,11
35,-89,5
17,59,-55
22,-44,1
11,-44,2
38,-48,3
19,-48,6
1,-86,1
67,-42,-21
11,66,-69
57,-96,8
79,-60,-12
59,-90,3
19,-94,19
56,0,-33
1,-87,1
43,-99,13
73,-95,5
61,1,-31
10,-30,1
5,-30,2
1,-88,1
9,78,-46
10,-90,9
41,14,-46
18,54,-67
37,-102,18
45,0,-43
18,-102,37
1,-89,1
61,-93,3
13,-91,7
37,-105,21
23,-46,1
5,-48,14
7,-48,10
35,-48,2
10,-48,7
14,-48,5
1,-90,1
5,-94,37
40,-96,7
8,-96,35
40,16,-49
56,-16,-35
85,-104,8
17,-100,28
29,-98,13
4,-92,23
29,40,-56
28,-100,17
1,-91,1
13,-101,37
53,3,-39
31,31,-59
53,-3,-39
61,-15,-33
21,-32,1
7,-32,3
9,-34,6
27,-20,-5
21,4,-11
3,-32,7
1,-92,1
55,-10,-38
26,-98,11
77,-100,5
11,-98,26
55,10,-38
47,-94,2
65,20,-31
73,-24,-27
89,-108,9
22,-98,13
14,-110,65
1,-93,1
85,-105,7
19,-95,5
17,-99,17
6,-24,1
3,-24,2
24,-48,1
31,10,-17
29,2,-19
3,-48,8
1,-94,1
16,72,-57
73,-100,4
31,42,-57
3,-96,32
76,-4,-29
12,-108,59
76,4,-29
1,-95,1
39,-99,5
65,-109,11
15,-99,13
65,-31,-31
55,1,-41
11,-109,65
5,-99,39
2,-14,1
1,-96,1
11,-106,46
38,-110,19
23,-106,22
49,-98,2
22,-106,23
62,6,-37
11,84,-49
11,-33,1
3,-35,15
5,-35,9
3,29,-17
1,-97,1
43,-103,7
29,-113,29
43,17,-53
81,-57,-19
63,9,-37
11,77,-79
63,-9,-37
3,-6,1
1,-10,1
3,-12,4
4,-20,1
3,-24,16
19,-26,1
23,-28,2
25,-50,1
8,-56,23
19,14,-29
43,-54,3
1,-98,1
47,24,-48
4,-100,25
32,48,-57
67,-102,3
19,-104,16
75,0,-32
16,-104,19
1,-99,1
29,-103,7
43,-123,31
7,-103,29
13,-16,1
10,-18,3
1,-100,1
13,-112,49
30,-114,25
51,0,-49
49,28,-47
13,86,-50
34,-102,3
62,-18,-39
75,-36,-29
17,68,-79
10,-106,31
5,-104,41
23,-35,1
1,-101,1
59,-7,-43
97,-117,9
59,7,-43
10,-12,1
5,-12,2
17,-22,1
13,0,-8
26,-52,1
17,-64,22
13,26,-37
34,4,-19
1,-102,1
88,-48,-23
79,-108,4
25,60,-68
67,-112,8
19,-106,11
13,78,-83
59,4,-44
1,-103,1
29,-109,11
21,63,-79
11,-109,29
15,-105,7
13,-111,33
35,35,-67
33,-111,13
1,-104,1
21,-114,26
13,-114,42
53,-106,2
42,-114,13
21,72,-67
71,-108,3
46,-110,7
14,-110,23
91,-114,6
23,-110,14
7,-110,46
1,-105,1
43,-109,5
79,-35,-31
29,57,-67
19,-113,23
13,-111,25
65,19,-41
3,-18,1
11,-20,2
12,-36,1
4,28,-29
7,24,-24
11,-40,8
27,-54,1
37,-62,7
9,-60,22
41,-56,2
22,-60,9
7,-62,37
1,-106,1
43,46,-53
49,-114,9
27,54,-77
9,-114,49
43,40,-56
99,-120,8
63,-12,-44
72,-120,11
41,30,-63
11,-120,72
63,12,-44
1,-107,1
51,-117,11
89,-63,-21
11,-117,51
97,-119,7
33,-117,17
73,-35,-35
17,-117,33
1,-108,1
71,4,-41
11,88,-89
71,-4,-41
22,-110,5
13,-112,17
55,0,-53
17,-112,13
1,-109,1
69,-135,23
37,-111,3
23,-135,69
1,-5,1
4,-10,1
9,-15,1
16,-20,1
12,-24,5
7,-28,1
9,12,-17
9,-30,4
25,-38,1
35,-42,3
21,0,-16
15,-42,7
28,-56,1
41,-20,-16
9,-60,16
7,42,-45
16,-60,9
45,-12,-16
1,-110,1
17,-116,20
25,-114,9
16,80,-89
9,-114,25
20,-116,17
67,-6,-45
83,-12,-36
68,-20,-43
85,-54,-27
68,20,-43
83,12,-36
1,-111,1
19,-123,37
83,-45,-31
47,-129,23
7,-117,49
37,-123,19
1,-112,1
57,-114,2
38,-114,3
6,-114,19
93,-120,5
109,-130,10
15,-120,31
37,-132,33
1,-113,1
33,-117,7
21,-117,11
77,-37,-37
65,5,-49
67,13,-47
23,-115,5
19,-129,51
13,99,-57
109,-11,-29
55,15,-57
91,5,-35
22,-30,1
11,-30,2
29,-58,1
8,-60,11
53,-64,4
11,-60,8
1,-114,1
73,-134,17
103,-126,7
73,-12,-44
29,58,-83
43,36,-68
53,22,-59
11,-120,32
13,-39,1
19,-43,5
1,-115,1
47,-119,5
9,-123,53
73,9,-45
9,-117,13
45,-129,19
9,105,-61
71,21,-45
1,-116,1
37,-124,13
59,0,-57
37,50,-74
79,-120,3
29,-140,53
101,-76,-19
78,-6,-43
1,-117,1
47,-127,13
89,-35,-35
77,21,-43
97,-125,5
79,-131,11
7,-119,17
11,-131,79
30,-60,1
14,-64,11
6,-60,5
41,-6,-21
10,-60,3
7,-62,13
15,30,-43
13,-62,7
1,-118,1
55,-150,39
71,2,-49
79,-4,-44
24,-120,5
56,16,-61
91,-58,-29
56,-128,11
40,40,-77
28,-124,13
77,26,-43
93,-30,-35
15,90,-97
52,-124,7
73,-132,12
52,20,-65
3,-5,1
1,-11,1
27,-41,1
9,-41,3
3,-41,9
1,-119,1
27,-129,23
29,-127,17
113,-91,-13
29,69,-81
81,15,-43
1,-120,1
7,-124,35
49,-124,5
37,-126,10
83,28,-41
61,-122,2
14,-138,83
10,-126,37
5,-124,49
71,-14,-50
1,-121,1
39,-135,23
21,-147,83
23,-135,39
109,-133,7
13,-125,19
41,-123,3
19,-125,13
31,-62,1
47,-64,2
53,-66,3
59,-70,5
1,-122,1
31,62,-89
113,-90,-15
47,-128,8
93,0,-40
83,-126,3
20,-140,59
101,-72,-24
1,-3,1
11,-13,1
5,-25,1
1,-123,1
25,-135,31
61,27,-59
29,-141,41
101,-51,-31
14,-42,1
17,-46,6
19,-44,3
7,28,-33
19,6,-22
17,12,-23
1,-124,1
11,-128,23
81,12,-47
63,-126,2
22,-150,81
23,-128,11
18,-126,7
27,-132,19
89,-8,-43
14,98,-103
89,8,-43
19,-132,27
1,-125,1
55,-131,7
77,23,-49
11,-131,35
61,35,-59
17,-129,15
21,93,-83
85,-41,-41
31,73,-83
15,-129,17
37,83,-59
35,-131,11
77,-23,-49
55,21,-69
2,-16,1
8,-32,1
19,2,-13
32,-64,1
52,-4,-19
41,-68,4
52,4,-19
1,-126,1
13,-138,61
41,-136,16
29,-142,37
97,-132,4
37,-142,29
16,-136,41
61,-138,13
21,-27,1
7,-27,3
1,-127,1
23,-133,17
25,-135,21
75,-15,-53
49,-145,25
43,-129,3
25,-145,49
75,15,-53
21,-135,25
17,-133,23
29,-44,1
37,-46,2
34,-50,5
10,-50,17
1,-128,1
74,10,-55
121,-144,9
74,-10,-55
65,0,-63
37,-138,18
115,-90,-18
18,-138,37
89,-2,-46
86,-142,11
26,78,-99
11,-142,86
23,-136,23
17,-150,90
13,-130,10
90,-150,17
1,-129,1
11,-139,61
41,55,-83
41,-137,13
11,117,-67
15,-18,1
5,-18,3
25,-34,1
15,6,-17
5,-34,5
20,-36,3
33,-66,1
55,-22,-17
25,-68,4
31,16,-32
13,-70,13
5,-68,20
3,-66,11
20,-68,5
1,-130,1
64,-144,15
25,-136,16
55,-154,31
33,-132,4
31,-154,55
16,-136,25
15,-144,64
12,108,-109
19,104,-80
52,-140,13
5,-134,53
3,-132,44
80,-24,-51
13,-140,52
43,56,-80
1,-131,1
31,-137,13
89,-43,-43
103,-33,-39
19,-133,7
83,-15,-51
53,41,-73
83,15,-51
1,-132,1
58,-138,7
14,-138,29
67,-134,2
29,-138,14
58,22,-73
109,-140,5
82,-158,23
59,-148,19
127,-150,10
19,-148,59
23,-158,82
15,-45,1
5,-45,3
1,-133,1
53,59,-67
9,-141,61
27,81,-103
61,-141,9
53,47,-73
34,-68,1
7,-76,46
17,-68,2
46,16,-23
58,-72,3
13,-74,19
29,-72,6
19,-74,13
1,-134,1
23,-152,56
87,30,-49
56,-152,23
8,-136,17
39,-138,7
103,-140,4
7,-138,39
91,-44,-44
52,-148,19
29,-144,24
84,12,-53
116,-28,-37
13,-138,21
131,-108,-12
21,-138,13
1,-135,1
55,-139,5
11,-139,25
55,-161,35
121,-147,7
35,-161,55
25,-139,11
5,-139,55
1,-136,1
33,-144,17
51,60,-73
46,46,-89
51,42,-82
33,78,-94
23,-138,6
19,-142,22
97,-16,-47
69,0,-67
97,16,-47
102,-42,-41
31,-47,1
43,-51,3
1,-137,1
103,-15,-45
9,-141,31
113,-81,-27
31,-141,9
103,15,-45
35,-70,1
53,-72,2
7,-70,5
41,-80,10
1,-138,1
35,70,-101
127,-102,-17
53,-144,8
28,84,-107
20,-140,7
85,-170,29
56,56,-71
1,-139,1
33,-153,31
7,-145,61
67,17,-71
93,33,-49
47,47,-91
11,-153,93
67,-151,13
61,-145,7
31,-153,33
1,-140,1
19,-144,15
11,-150,66
43,-146,10
121,-92,-23
114,-30,-41
11,128,-73
15,-144,19
95,-144,3
57,-144,5
33,-150,22
30,-174,89
71,0,-69
89,-174,30
97,-14,-50
5,-144,57
1,-141,1
41,-145,7
101,9,-49
13,-143,11
17,-151,43
7,-145,41
1,-12,1
7,-14,2
4,-24,1
8,-28,7
9,-36,1
14,14,-19
5,-40,17
23,-8,-13
16,-48,1
29,-6,-19
32,8,-17
13,28,-28
36,-72,1
29,38,-31
4,-72,9
29,20,-40
68,-80,5
8,-76,23
20,-80,17
8,60,-45
1,-142,1
65,20,-76
16,-144,9
9,132,-76
85,10,-59
115,-60,-36
109,-148,4
139,-12,-36
127,-154,7
95,-20,-52
17,-146,17
23,-152,32
112,0,-45
13,-150,45
117,-150,5
45,-150,13
1,-143,1
57,-153,13
29,87,-111
13,-153,57
15,-165,113
19,-151,31
97,-147,3
31,-151,19
1,-144,1
34,-150,13
67,30,-74
26,-150,17
73,0,-71
17,-150,26
46,66,-89
13,-150,34
3,-21,1
5,-23,5
1,-145,1
95,-11,-55
17,-167,101
49,49,-95
101,-167,17
95,11,-55
47,-165,33
71,17,-73
59,-149,5
141,-165,11
5,-149,59
15,129,-73
3,-7,1
12,-14,1
4,-14,3
9,2,-4
7,-19,1
21,-26,1
3,-26,7
7,-26,3
28,-38,1
7,-38,4
4,-38,7
33,-50,1
3,-50,11
12,-52,7
4,-52,21
12,28,-33
28,-4,-21
37,-74,1
27,30,-41
47,-86,11
67,-54,-9
11,-86,47
27,24,-44
1,-146,1
83,-8,-64
44,-172,47
37,74,-107
47,-172,44
83,8,-64
67,26,-77
108,-60,-41
27,-156,28
137,-162,9
99,18,-53
64,24,-81
1,-147,1
23,-151,13
121,-87,-29
83,5,-65
73,-163,17
41,-153,11
113,-19,-47
55,65,-79
6,-30,1
14,-34,5
3,24,-25
14,6,-15
1,-148,1
93,-18,-58
46,-182,61
87,-18,-62
25,-150,6
7,-152,43
109,10,-50
93,18,-58
50,-150,3
14,-166,101
37,86,-98
21,-156,29
75,-150,2
29,-156,21
37,-160,25
101,36,-51
19,-23,1
1,-149,1
49,63,-93
37,-169,43
97,-9,-57
101,-153,3
97,9,-57
123,-45,-41
49,-161,19
38,-76,1
5,-78,23
53,18,-25
2,-76,19
53,-18,-25
55,-28,-22
1,-150,1
55,54,-89
25,-164,44
97,-160,8
44,-164,25
55,56,-88
19,114,-125
11,-164,100
92,-28,-59
115,-74,-37
92,28,-59
100,36,-53
17,-51,1
3,-53,23
33,-61,9
23,-53,3
1,-151,1
11,-161,71
121,-7,-47
41,81,-99
17,119,-127
41,83,-97
121,7,-47
71,-161,11
25,-32,1
29,-34,2
5,-32,5
13,-38,10
1,-152,1
93,6,-62
131,-162,6
93,-6,-62
77,0,-75
50,-170,29
103,-50,-50
29,-170,50
122,-198,33
125,-10,-46
22,-154,7
125,10,-46
61,46,-86
73,-164,13
14,126,-129
73,18,-78
1,-153,1
7,-159,67
59,-167,19
127,-75,-35
31,93,-119
37,87,-107
19,-167,59
113,-63,-43
39,-78,1
59,-80,2
13,-78,3
47,10,-31
1,-154,1
39,78,-113
59,42,-93
141,-168,8
13,130,-131
52,-156,3
47,-168,24
31,104,-104
35,-53,1
5,-53,7
25,-63,13
29,-1,-23
1,-155,1
45,-171,29
25,-161,19
45,-159,7
89,-13,-67
95,-9,-63
49,-163,13
5,-159,63
145,-171,9
63,-159,5
13,-163,49
95,-181,23
9,-159,35
91,19,-65
19,-161,25
29,-171,45
1,-156,1
62,-166,13
139,-110,-22
13,-166,62
151,-176,11
31,104,-109
79,0,-77
26,114,-109
1,-157,1
71,-189,39
29,-161,11
129,-93,-31
89,9,-69
101,1,-61
43,-165,15
65,-175,23
13,-163,37
53,53,-103
37,-163,13
65,45,-87
10,-40,1
5,-40,2
17,-42,3
31,-48,6
40,-80,1
51,18,-29
8,64,-67
47,-88,8
17,52,-52
68,-84,3
11,-82,11
31,28,-44
1,-158,1
16,136,-101
121,-164,4
51,66,-101
93,-6,-67
47,-176,32
32,96,-123
32,-176,47
155,-130,-13
48,-168,17
107,-52,-52
17,-168,48
15,-180,124
59,48,-96
96,0,-65
59,70,-85
1,-159,1
107,5,-59
89,-1,-71
23,115,-131
89,1,-71
73,-193,41
2,-18,1
7,-20,3
3,-20,7
18,-54,1
26,-58,5
10,-58,13
9,36,-43
25,12,-27
5,-58,26
1,-160,1
70,-166,7
130,-34,-47
65,86,-70
90,6,-71
101,12,-63
9,150,-86
5,-164,65
59,66,-90
81,-162,2
59,52,-97
98,-30,-63
9,-168,73
45,-174,26
25,-164,13
18,-174,65
49,-166,10
70,26,-89
1,-161,1
31,-185,67
107,-39,-57
129,-189,19
17,-167,29
109,-53,-53
59,55,-97
129,-69,-41
107,-175,11
127,-3,-51
31,-42,1
37,-44,2
7,-46,17
29,4,-14
41,-82,1
7,-90,55
4,-84,31
55,20,-28
77,-64,-8
56,-8,-29
37,14,-43
19,-86,11
1,-162,1
17,-184,112
31,-168,16
95,20,-68
41,-164,4
47,-166,7
124,-44,-49
112,40,-55
77,26,-83
35,-170,19
32,-176,37
11,-172,76
133,-96,-32
76,-172,11
37,-176,32
19,-170,35
1,-163,1
55,-165,3
145,-175,7
109,-189,21
33,-165,5
11,-165,15
29,-173,29
37,-179,37
17,-20,1
37,-56,1
41,-6,-18
47,-58,2
41,6,-18
1,-164,1
41,-182,38
18,-174,47
113,-200,29
9,-168,37
81,-180,17
83,-166,2
17,-180,81
37,-168,9
29,-200,113
47,-174,18
38,-182,41
1,-165,1
67,-169,5
13,-177,79
103,-185,17
109,-25,-61
109,25,-61
17,-185,103
79,-177,13
101,31,-65
42,-84,1
21,-84,2
14,-84,3
6,-84,7
1,-166,1
127,-82,-41
107,38,-61
21,-168,8
101,22,-67
56,-168,3
7,-168,24
97,2,-71
1,-13,1
5,-15,3
1,-167,1
21,-177,41
101,-3,-69
161,-187,11
101,-199,29
21,135,-115
113,-171,3
123,-69,-47
53,75,-105
137,-175,5
77,33,-87
7,-173,73
1,-168,1
31,-172,11
55,70,-106
34,102,-131
55,-180,19
11,-172,31
17,-170,10
13,-176,53
107,-20,-65
85,0,-83
107,20,-65
53,-176,13
19,-57,1
7,-59,11
11,-59,7
1,-169,1
63,51,-103
117,-3,-61
9,-177,77
7,-173,49
109,-33,-63
9,-171,19
13,-179,67
99,-21,-71
9,159,-91
117,3,-61
11,-175,47
43,-86,1
53,-102,15
26,-88,5
73,-90,3
69,-18,-25
53,-4,-34
83,-96,6
10,-88,13
17,-98,35
65,-88,2
59,-12,-30
13,-88,10
1,-170,1
95,4,-76
20,-196,119
129,0,-56
119,-196,20
95,-4,-76
115,-56,-56
5,-174,69
136,-8,-53
43,86,-125
75,-186,19
69,-174,5
24,-192,83
13,-176,40
35,-196,68
155,-126,-21
68,-196,35
40,-176,13
65,46,-103
140,-84,-39
111,-6,-65
151,-182,7
111,6,-65
41,96,-120
13,-15,1
1,-171,1
109,-213,37
43,-185,29
73,-203,41
29,-185,43
109,-5,-67
1,-172,1
22,-186,57
30,-210,121
22,142,-107
58,-174,3
106,-18,-69
163,-136,-17
106,18,-69
141,-180,5
38,-186,33
6,-174,29
33,-186,38
15,-180,47
114,-186,11
87,-174,2
114,-42,-61
9,-13,1
7,-35,1
23,1,-13
39,-59,1
33,5,-25
39,7,-21
7,-63,23
39,-7,-21
13,-59,3
1,-173,1
25,135,-117
81,-195,25
25,125,-143
25,-195,81
43,99,-117
23,-179,23
11,161,-91
13,-177,27
161,-189,9
27,-177,13
81,21,-91
14,-23,1
2,-23,7
7,-23,2
11,-44,1
29,-6,-16
7,-46,8
44,-88,1
28,-104,29
19,-90,7
11,66,-73
32,36,-49
29,-104,28
1,-174,1
29,-198,77
76,-180,7
16,144,-149
7,-180,76
77,-198,29
103,-192,16
28,-180,19
31,-182,23
133,-86,-43
23,-182,31
19,-180,28
1,-175,1
71,-179,5
51,-189,25
125,-11,-61
15,-189,85
59,-177,3
85,-189,15
53,-185,17
25,-189,51
5,-179,71
1,-176,1
17,-180,21
34,-194,49
89,-178,2
49,-194,34
98,-2,-79
119,-180,3
51,-180,7
119,-44,-61
151,-186,6
119,-194,14
7,-180,51
29,-37,1
1,-177,1
107,-9,-73
25,-185,29
157,-125,-25
29,-185,25
107,9,-73
9,-16,1
3,-16,3
5,-30,1
3,-32,12
9,-32,4
12,-32,3
34,-46,1
26,-2,-19
17,12,-27
10,-50,13
20,-60,1
27,-62,3
9,-62,9
27,8,-32
5,50,-51
23,-68,12
19,-66,11
23,22,-33
45,-90,1
40,-100,13
81,-96,4
73,-6,-27
55,-110,19
68,-24,-27
5,-90,9
65,-30,-27
1,-178,1
13,-190,85
81,-192,16
85,-190,13
76,68,-89
115,-210,27
20,-180,9
